Individual 	Attrition	Age	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EmployeeCount	EmployeeNumber	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StandardHours	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
Ind540	No	50	1	316	1	8	4	3	1	738	4	1	54	3	1	7	2	2	3875	9983	7	2	15	3	4	80	1	4	2	3	2	2	2	2
Ind541	Yes	28	1	654	2	1	2	1	1	741	1	2	67	1	1	2	2	1	2216	3872	7	1	13	3	4	80	0	10	4	3	7	7	3	7
Ind542	No	36	3	427	2	8	3	1	1	742	1	2	63	4	3	8	1	2	11713	20335	9	2	14	3	1	80	1	10	2	3	8	7	0	5
Ind543	No	38	1	168	2	1	3	1	1	743	3	2	81	3	3	4	3	1	7861	15397	4	1	14	3	4	80	0	10	4	4	1	0	0	0
Ind544	No	44	3	381	2	24	3	2	1	744	1	1	49	1	1	3	3	1	3708	2104	2	2	14	3	3	80	0	9	5	3	5	2	1	4
Ind545	No	47	2	217	1	3	3	2	1	746	4	2	49	3	4	1	3	3	13770	10225	9	1	12	3	4	80	2	28	2	2	22	2	11	13
Ind546	No	30	1	501	1	27	5	3	1	747	3	1	99	3	2	1	4	3	5304	25275	7	2	23	4	4	80	1	10	2	2	8	7	7	7
Ind547	No	29	1	1396	1	10	3	1	1	749	3	1	99	3	1	7	3	1	2642	2755	1	2	11	3	3	80	0	1	6	3	1	0	0	0
Ind548	Yes	42	2	933	2	19	3	2	1	752	3	1	57	4	1	2	3	3	2759	20366	6	1	12	3	4	80	0	7	2	3	2	2	2	2
Ind549	No	43	2	775	1	15	3	1	1	754	4	1	47	2	2	1	4	2	6804	23683	3	2	18	3	3	80	1	7	5	3	2	2	2	2
Ind550	No	34	1	970	2	8	2	2	1	757	2	2	96	3	2	5	3	1	6142	7360	3	2	11	3	4	80	0	10	2	3	5	1	4	3
Ind551	No	23	1	650	2	9	1	2	1	758	2	1	37	3	1	3	1	2	2500	4344	1	2	14	3	4	80	1	5	2	4	4	3	0	2
Ind552	No	39	1	141	3	3	3	5	1	760	3	2	44	4	2	9	2	2	6389	18767	9	2	15	3	3	80	1	12	3	1	8	3	3	6
Ind553	No	56	1	832	2	9	3	2	1	762	3	1	81	3	4	5	4	2	11103	20420	7	2	11	3	3	80	0	30	1	2	10	7	1	1
Ind554	No	40	1	804	2	2	1	2	1	763	4	2	86	2	1	2	4	1	2342	22929	0	1	20	4	4	80	0	5	2	2	4	2	2	3
Ind555	No	27	1	975	2	7	3	2	1	764	4	2	55	2	2	5	1	1	6811	23398	8	2	19	3	1	80	0	9	2	1	7	6	0	7
Ind556	No	29	1	1090	1	10	3	3	1	766	4	1	83	3	1	7	2	3	2297	17967	1	2	14	3	4	80	2	2	2	3	2	2	2	2
Ind557	No	53	1	346	2	6	3	1	1	769	4	1	86	3	2	3	4	1	2450	10919	2	2	17	3	4	80	0	19	4	3	2	2	2	2
Ind558	No	35	3	1225	2	2	4	1	1	771	4	2	61	3	2	5	1	3	5093	4761	2	2	11	3	1	80	1	16	2	4	1	0	0	0
Ind559	No	32	2	430	2	24	4	1	1	772	1	1	80	3	2	3	4	2	5309	21146	1	2	15	3	4	80	2	10	2	3	10	8	4	7
Ind560	No	38	1	268	2	2	5	2	1	773	4	1	92	3	1	2	3	2	3057	20471	6	1	13	3	2	80	1	6	0	1	1	0	0	1
Ind561	No	34	1	167	2	8	5	1	1	775	2	2	32	3	2	4	1	3	5121	4187	3	2	14	3	3	80	1	7	3	3	0	0	0	0
Ind562	No	52	1	621	1	3	4	3	1	776	3	1	31	2	4	6	1	2	16856	10084	1	2	11	3	1	80	0	34	3	4	34	6	1	16
Ind563	Yes	33	1	527	2	1	4	6	1	780	4	1	63	3	1	2	4	1	2686	5207	1	1	13	3	3	80	0	10	2	2	10	9	7	8
Ind564	No	25	1	883	1	26	1	2	1	781	3	2	32	3	2	1	4	1	6180	22807	1	2	23	4	2	80	0	6	5	2	6	5	1	4
Ind565	No	45	1	954	1	2	2	4	1	783	2	1	46	1	2	7	3	1	6632	12388	0	2	13	3	1	80	0	9	3	3	8	7	3	1
Ind566	No	23	1	310	2	10	1	2	1	784	1	1	79	4	1	2	3	1	3505	19630	1	2	18	3	4	80	0	2	3	3	2	2	0	2
Ind567	Yes	47	2	719	1	27	2	1	1	785	2	2	77	4	2	1	3	1	6397	10339	4	1	12	3	4	80	0	8	2	3	5	4	1	3
Ind568	No	34	1	304	1	2	3	6	1	786	4	1	60	3	2	1	4	1	6274	18686	1	2	22	4	3	80	0	6	5	3	6	5	1	4
Ind569	Yes	55	1	725	2	2	3	2	1	787	4	1	78	3	5	6	1	2	19859	21199	5	1	13	3	4	80	1	24	2	3	5	2	1	4
Ind570	No	36	3	1434	1	8	4	1	1	789	1	1	76	2	3	1	1	1	7587	14229	1	2	15	3	2	80	0	10	1	3	10	7	0	9
Ind571	No	52	3	715	2	19	4	2	1	791	4	1	41	3	1	2	4	2	4258	26589	0	2	18	3	1	80	1	5	3	3	4	3	1	2
Ind572	No	26	2	575	2	1	2	1	1	792	1	2	71	1	1	3	4	3	4364	5288	3	2	14	3	1	80	1	5	2	3	2	2	2	0
Ind573	No	29	1	657	2	27	3	2	1	793	2	2	66	3	2	5	3	2	4335	25549	4	2	12	3	1	80	1	11	3	2	8	7	1	1
Ind574	Yes	26	1	1146	1	8	3	4	1	796	4	1	38	2	2	1	1	1	5326	3064	6	2	17	3	3	80	0	6	2	2	4	3	1	2
Ind575	No	34	1	182	2	1	4	1	1	797	2	2	72	4	1	2	4	1	3280	13551	2	2	16	3	3	80	0	10	2	3	4	2	1	3
Ind576	No	54	1	376	2	19	4	2	1	799	4	2	95	3	2	4	1	3	5485	22670	9	1	11	3	2	80	2	9	4	3	5	3	1	4
Ind577	No	27	2	829	1	8	1	3	1	800	3	1	84	3	2	1	4	2	4342	24008	0	2	19	3	2	80	1	5	3	3	4	2	1	1
Ind578	No	37	1	571	2	10	1	1	1	802	4	2	82	3	1	2	1	3	2782	19905	0	1	13	3	2	80	2	6	3	2	5	3	4	3
Ind579	No	38	2	240	2	2	4	1	1	803	1	2	75	4	2	4	1	1	5980	26085	6	1	12	3	4	80	0	17	2	3	15	7	4	12
Ind580	No	34	1	121	2	2	4	2	1	804	3	2	86	2	1	2	1	1	4381	7530	1	2	11	3	3	80	0	6	3	3	6	5	1	3
Ind581	No	35	1	384	1	8	4	1	1	805	1	2	72	3	1	7	4	2	2572	20317	1	2	16	3	2	80	1	3	1	2	3	2	0	2
Ind582	No	30	1	921	2	1	3	1	1	806	4	1	38	1	1	3	3	2	3833	24375	3	2	21	4	3	80	2	7	2	3	2	2	0	2
Ind583	No	40	2	791	2	2	2	2	1	807	3	2	38	4	2	5	2	2	4244	9931	1	2	24	4	4	80	1	8	2	3	8	7	3	7
Ind584	No	34	1	1111	1	8	2	1	1	808	3	2	93	3	2	1	1	2	6500	13305	5	2	17	3	2	80	1	6	1	3	3	2	1	2
Ind585	No	42	2	570	2	8	3	1	1	809	2	1	66	3	5	6	4	3	18430	16225	1	2	13	3	2	80	1	24	4	2	24	7	14	9
Ind586	Yes	23	1	1243	2	6	3	1	1	811	3	1	63	4	1	3	1	2	1601	3445	1	1	21	4	3	80	2	1	2	3	0	0	0	0
Ind587	No	24	3	1092	2	9	3	1	1	812	3	1	60	2	1	3	2	3	2694	26551	1	2	11	3	3	80	3	1	4	3	1	0	0	0
Ind588	No	52	1	1325	2	11	4	1	1	813	4	2	82	3	2	3	3	2	3149	21821	8	2	20	4	2	80	1	9	3	3	5	2	1	4
Ind589	No	50	1	691	2	2	3	2	1	815	3	1	64	3	4	8	3	2	17639	6881	5	2	16	3	4	80	0	30	3	3	4	3	0	3
Ind590	Yes	29	1	805	2	1	2	1	1	816	2	2	36	2	1	3	1	2	2319	6689	1	1	11	3	4	80	1	1	1	3	1	0	0	0
Ind591	No	33	1	213	2	7	3	2	1	817	3	1	49	3	3	8	3	2	11691	25995	0	2	11	3	4	80	0	14	3	4	13	9	3	7
Ind592	Yes	33	1	118	1	16	3	3	1	819	1	2	69	3	2	1	1	1	5324	26507	5	2	15	3	3	80	0	6	3	3	3	2	0	2
Ind593	No	47	1	202	2	2	2	6	1	820	3	2	33	3	4	6	4	2	16752	12982	1	1	11	3	3	80	1	26	3	2	26	14	3	0
Ind594	No	36	1	676	2	1	3	6	1	823	3	2	35	3	2	4	2	2	5228	23361	0	2	15	3	1	80	1	10	2	3	9	7	0	5
Ind595	No	29	1	1252	2	23	2	1	1	824	3	1	81	4	1	2	3	2	2700	23779	1	2	24	4	3	80	1	10	3	3	10	7	0	7
Ind596	Yes	58	1	286	2	2	4	1	1	825	4	1	31	3	5	8	2	1	19246	25761	7	1	12	3	4	80	0	40	2	3	31	15	13	8
Ind597	No	35	1	1258	2	1	4	1	1	826	4	2	40	4	1	2	3	1	2506	13301	3	2	13	3	3	80	0	7	0	3	2	2	2	2
Ind598	No	42	1	932	2	1	2	1	1	827	4	2	43	2	2	4	4	2	6062	4051	9	1	13	3	4	80	1	8	4	3	4	3	0	2
Ind599	Yes	28	1	890	2	2	4	2	1	828	3	1	46	3	1	2	3	1	4382	16374	6	2	17	3	4	80	0	5	3	2	2	2	2	1
Ind600	No	36	1	1041	3	13	3	5	1	829	3	1	36	3	1	9	2	2	2143	25527	4	2	13	3	2	80	1	8	2	3	5	2	0	4
Ind601	No	32	1	859	2	4	3	1	1	830	3	2	98	2	2	4	3	2	6162	19124	1	2	12	3	3	80	1	14	3	3	14	13	6	8
Ind602	No	40	2	720	2	16	4	2	1	832	1	1	51	2	2	3	3	1	5094	11983	6	2	14	3	4	80	0	10	6	3	1	0	0	0
Ind603	No	30	1	946	2	2	3	2	1	833	3	2	52	2	2	4	4	1	6877	20234	5	1	24	4	2	80	0	12	4	2	0	0	0	0
Ind604	No	45	1	252	2	2	3	1	1	834	2	2	95	2	1	2	3	1	2274	6153	1	2	14	3	4	80	0	1	3	3	1	0	0	0
Ind605	No	42	1	933	2	29	3	1	1	836	2	1	98	3	2	4	2	2	4434	11806	1	2	13	3	4	80	1	10	3	2	9	8	7	8
Ind606	No	38	2	471	2	12	3	1	1	837	1	1	45	2	2	5	1	3	6288	4284	2	2	15	3	3	80	1	13	3	2	4	3	1	2
Ind607	No	34	2	702	2	16	4	1	1	838	3	2	100	2	1	2	4	1	2553	8306	1	2	16	3	3	80	0	6	3	3	5	2	1	3
Ind608	Yes	49	1	1184	1	11	3	3	1	840	3	2	43	3	3	1	4	2	7654	5860	1	2	18	3	1	80	2	9	3	4	9	8	7	7
Ind609	Yes	55	1	436	1	2	1	2	1	842	3	1	37	3	2	1	4	1	5160	21519	4	2	16	3	3	80	0	12	3	2	9	7	7	3
Ind610	No	43	1	589	2	14	2	1	1	843	2	1	94	3	4	8	1	2	17159	5200	6	2	24	4	3	80	1	22	3	3	4	1	1	0
Ind611	No	27	1	269	2	5	1	4	1	844	3	1	42	2	3	8	4	3	12808	8842	1	1	16	3	2	80	1	9	3	3	9	8	0	8
Ind612	No	35	1	950	2	7	3	6	1	845	3	1	59	3	3	4	3	1	10221	18869	3	2	21	4	2	80	0	17	3	4	8	5	1	6
Ind613	No	28	1	760	1	2	4	3	1	846	2	2	81	3	2	1	2	2	4779	3698	1	1	20	4	1	80	0	8	2	3	8	7	7	5
Ind614	No	34	1	829	3	3	2	5	1	847	3	1	88	3	1	9	4	2	3737	2243	0	2	19	3	3	80	1	4	1	1	3	2	0	2
Ind615	Yes	26	2	887	2	5	2	2	1	848	3	2	88	2	1	2	3	2	2366	20898	1	1	14	3	1	80	1	8	2	3	8	7	1	7
Ind616	No	27	3	443	2	3	3	2	1	850	4	1	50	3	1	2	4	2	1706	16571	1	2	11	3	3	80	3	0	6	2	0	0	0	0
Ind617	No	51	1	1318	1	26	4	3	1	851	1	2	66	3	4	6	3	2	16307	5594	2	2	14	3	3	80	1	29	2	2	20	6	4	17
Ind618	No	44	1	625	2	4	3	2	1	852	4	1	50	3	2	5	2	1	5933	5197	9	2	12	3	4	80	0	10	2	2	5	2	2	3
Ind619	No	25	1	180	2	2	1	2	1	854	1	1	65	4	1	2	1	1	3424	21632	7	2	13	3	3	80	0	6	3	2	4	3	0	1
Ind620	No	33	1	586	1	1	3	2	1	855	1	1	48	4	2	1	1	3	4037	21816	1	2	22	4	1	80	1	9	5	3	9	8	0	8
Ind621	No	35	1	1343	2	27	1	2	1	856	3	2	53	2	1	2	1	1	2559	17852	1	2	11	3	4	80	0	6	3	2	6	5	1	1
Ind622	No	36	1	928	1	1	2	1	1	857	2	1	56	3	2	1	4	2	6201	2823	1	1	14	3	4	80	1	18	1	2	18	14	4	11
Ind623	No	32	1	117	1	13	4	1	1	859	2	1	73	3	2	1	4	3	4403	9250	2	2	11	3	3	80	1	8	3	2	5	2	0	3
Ind624	No	30	2	1012	2	5	4	1	1	861	2	1	75	2	1	2	4	3	3761	2373	9	2	12	3	2	80	1	10	3	2	5	4	0	3
Ind625	No	53	1	661	1	7	2	3	1	862	1	2	78	2	3	1	4	2	10934	20715	7	1	18	3	4	80	1	35	3	3	5	2	0	4
Ind626	No	45	1	930	1	9	3	3	1	864	4	1	74	3	3	1	1	3	10761	19239	4	1	12	3	3	80	1	18	2	3	5	4	0	2
Ind627	No	32	1	638	2	8	2	2	1	865	3	2	91	4	2	2	3	2	5175	22162	5	2	12	3	3	80	1	9	3	2	5	3	1	3
Ind628	No	52	2	890	2	25	4	2	1	867	3	2	81	2	4	4	4	2	13826	19028	3	2	22	4	3	80	0	31	3	3	9	8	0	0
Ind629	No	37	1	342	1	16	4	3	1	868	4	1	66	2	2	1	3	3	6334	24558	4	2	19	3	4	80	2	9	2	3	1	0	0	0
Ind630	No	28	1	1169	3	8	2	2	1	869	2	1	63	2	1	9	4	3	4936	23965	1	2	13	3	4	80	1	6	6	3	5	1	0	4
Ind631	No	22	1	1230	2	1	2	1	1	872	4	1	33	2	2	4	4	2	4775	19146	6	2	22	4	1	80	2	4	2	1	2	2	2	2
Ind632	No	44	1	986	2	8	4	1	1	874	1	1	62	4	1	3	4	2	2818	5044	2	1	24	4	3	80	1	10	2	2	3	2	0	2
Ind633	No	42	2	1271	2	2	1	2	1	875	2	1	35	3	1	2	4	1	2515	9068	5	1	14	3	4	80	0	8	2	3	2	1	2	2
Ind634	No	36	1	1278	3	8	3	1	1	878	1	1	77	2	1	9	1	2	2342	8635	0	2	21	4	3	80	0	6	3	3	5	4	0	3
Ind635	No	25	1	141	1	3	1	6	1	879	3	1	98	3	2	1	1	2	4194	14363	1	1	18	3	4	80	0	5	3	3	5	3	0	3
Ind636	No	35	1	607	2	9	3	1	1	880	4	2	66	2	3	4	3	2	10685	23457	1	1	20	4	2	80	1	17	2	3	17	14	5	15
Ind637	Yes	35	2	130	2	25	4	1	1	881	4	2	96	3	1	2	2	3	2022	16612	1	1	19	3	1	80	1	10	3	2	10	2	7	8
Ind638	No	32	3	300	2	1	3	1	1	882	4	1	61	3	1	3	4	3	2314	9148	0	2	12	3	2	80	1	4	2	3	3	0	0	2
Ind639	No	25	1	583	1	4	1	3	1	885	3	1	87	2	2	1	1	2	4256	18154	1	2	12	3	1	80	0	5	1	4	5	2	0	3
Ind640	No	49	1	1418	2	1	3	4	1	887	3	2	36	3	1	2	1	2	3580	10554	2	2	16	3	2	80	1	7	2	3	4	2	0	2
Ind641	No	24	3	1269	2	4	1	1	1	888	1	1	46	2	1	3	4	2	3162	10778	0	2	17	3	4	80	0	6	2	2	5	2	3	4
Ind642	No	32	2	379	1	5	2	1	1	889	2	1	48	3	2	1	2	2	6524	8891	1	2	14	3	4	80	1	10	3	3	10	8	5	3
Ind643	No	38	1	395	1	9	3	3	1	893	2	1	98	2	1	7	2	2	2899	12102	0	2	19	3	4	80	1	3	3	3	2	2	1	2
Ind644	No	42	1	1265	2	3	3	1	1	894	3	2	95	4	2	3	4	2	5231	23726	2	1	13	3	2	80	1	17	1	2	5	3	1	3
Ind645	No	31	1	1222	2	11	4	1	1	895	4	1	48	3	1	2	4	2	2356	14871	3	1	19	3	2	80	1	8	2	3	6	4	0	2
Ind646	Yes	29	1	341	1	1	3	2	1	896	2	2	48	2	1	7	3	3	2800	23522	6	1	19	3	3	80	3	5	3	3	3	2	0	2
Ind647	No	53	1	868	1	8	3	3	1	897	1	1	73	3	4	1	4	2	11836	22789	5	2	14	3	3	80	1	28	3	3	2	0	2	2
Ind648	No	35	1	672	2	25	3	4	1	899	4	1	78	2	3	4	2	2	10903	9129	3	2	16	3	1	80	0	16	2	3	13	10	4	8
Ind649	No	37	2	1231	1	21	2	2	1	900	3	2	54	3	1	7	4	2	2973	21222	5	2	15	3	2	80	1	10	3	3	5	4	0	0
Ind650	No	53	1	102	2	23	4	1	1	901	4	2	72	3	4	8	4	1	14275	20206	6	2	18	3	3	80	0	33	0	3	12	9	3	8
Ind651	No	43	2	422	2	1	3	1	1	902	4	2	33	3	2	5	4	2	5562	21782	4	2	13	3	2	80	1	12	2	2	5	2	2	2
Ind652	No	47	1	249	1	2	2	3	1	903	3	2	35	3	2	1	4	2	4537	17783	0	1	22	4	1	80	1	8	2	3	7	6	7	7
Ind653	No	37	3	1252	1	19	2	2	1	904	1	1	32	3	3	1	2	1	7642	4814	1	1	13	3	4	80	0	10	2	3	10	0	0	9
Ind654	No	50	3	881	2	2	4	1	1	905	1	1	98	3	4	6	1	3	17924	4544	1	2	11	3	4	80	1	31	3	3	31	6	14	7
Ind655	No	39	1	1383	3	2	3	1	1	909	4	2	42	2	2	9	4	2	5204	7790	8	2	11	3	3	80	2	13	2	3	5	4	0	4
Ind656	No	33	1	1075	3	3	2	5	1	910	4	1	57	3	1	9	2	3	2277	22650	3	1	11	3	3	80	1	7	4	4	4	3	0	3
Ind657	Yes	32	1	374	2	25	4	1	1	911	1	1	87	3	1	3	4	1	2795	18016	1	1	24	4	3	80	0	1	2	1	1	0	0	1
Ind658	No	29	1	1086	2	7	1	2	1	912	1	2	62	2	1	3	4	3	2532	6054	6	2	14	3	3	80	3	8	5	3	4	3	0	3
Ind659	No	44	1	661	2	9	2	1	1	913	2	1	61	3	1	2	1	2	2559	7508	1	1	13	3	4	80	0	8	0	3	8	7	7	1
Ind660	No	28	1	821	1	5	4	2	1	916	1	1	98	3	2	1	4	1	4908	24252	1	2	14	3	2	80	0	4	3	3	4	2	0	2
Ind661	Yes	58	2	781	2	2	1	1	1	918	4	1	57	2	1	3	4	3	2380	13384	9	1	14	3	4	80	1	3	3	2	1	0	0	0
Ind662	No	43	1	177	2	8	3	1	1	920	1	2	55	3	2	4	2	3	4765	23814	4	2	21	4	3	80	1	4	2	4	1	0	0	0
Ind663	Yes	20	1	500	1	2	3	2	1	922	3	2	49	2	1	7	3	1	2044	22052	1	2	13	3	4	80	0	2	3	2	2	2	0	2
Ind664	Yes	21	1	1427	2	18	1	6	1	923	4	2	65	3	1	2	4	1	2693	8870	1	2	19	3	1	80	0	1	3	2	1	0	0	0
Ind665	No	36	1	1425	2	14	1	1	1	924	3	1	68	3	2	5	4	2	6586	4821	0	1	17	3	1	80	1	17	2	2	16	8	4	11
Ind666	No	47	1	1454	1	2	4	1	1	925	4	2	65	2	1	7	4	1	3294	13137	1	1	18	3	1	80	0	3	3	2	3	2	1	2
Ind667	Yes	22	1	617	2	3	1	1	1	926	2	2	34	3	2	4	3	2	4171	10022	0	1	19	3	1	80	1	4	3	4	3	2	0	2
Ind668	Yes	41	1	1085	2	2	4	1	1	927	2	2	57	1	1	3	4	3	2778	17725	4	1	13	3	3	80	1	10	1	2	7	7	1	0
Ind669	No	28	1	995	2	9	3	2	1	930	3	2	77	3	1	2	3	3	2377	9834	5	2	18	3	2	80	1	6	2	3	2	2	2	2
Ind670	Yes	39	1	1122	2	6	3	2	1	932	4	1	70	3	1	3	1	2	2404	4303	7	1	21	4	4	80	0	8	2	1	2	2	2	2
Ind671	No	27	1	618	2	4	3	1	1	933	2	2	76	3	1	2	3	1	2318	17808	1	2	19	3	3	80	0	1	2	3	1	1	0	0
Ind672	No	34	1	546	2	10	3	1	1	934	2	1	83	3	1	3	2	3	2008	6896	1	2	14	3	2	80	2	1	3	3	1	0	1	0
Ind673	No	42	1	462	1	14	2	2	1	936	3	2	68	2	2	1	3	1	6244	7824	7	2	17	3	1	80	0	10	6	3	5	4	0	3
Ind674	No	33	1	1198	2	1	4	6	1	939	3	1	100	2	1	2	1	1	2799	3339	3	1	11	3	2	80	0	6	1	3	3	2	0	2
Ind675	No	58	1	1272	2	5	3	4	1	940	3	2	37	2	3	5	2	3	10552	9255	2	1	13	3	4	80	1	24	3	3	6	0	0	4
Ind676	No	31	1	154	1	7	4	1	1	941	2	1	41	2	1	7	3	2	2329	11737	3	2	15	3	2	80	0	13	2	4	7	7	5	2
Ind677	No	35	1	1137	2	21	1	1	1	942	4	2	51	3	2	5	4	2	4014	19170	1	1	25	4	4	80	1	10	2	1	10	6	0	7
Ind678	No	49	1	527	2	8	2	6	1	944	1	2	51	3	3	3	2	2	7403	22477	4	2	11	3	3	80	1	29	3	2	26	9	1	7
Ind679	No	48	1	1469	2	20	4	2	1	945	4	1	51	3	1	2	3	2	2259	5543	4	2	17	3	1	80	2	13	2	2	0	0	0	0
Ind680	No	31	3	1188	1	20	2	3	1	947	4	2	45	3	2	1	3	2	6932	24406	1	2	13	3	4	80	1	9	2	2	9	8	0	0
Ind681	No	36	1	188	2	7	4	6	1	949	2	1	65	3	1	2	4	1	4678	23293	2	2	18	3	3	80	0	8	6	3	6	2	0	1
Ind682	No	38	1	1333	2	1	3	4	1	950	4	2	80	3	3	8	1	2	13582	16292	1	2	13	3	2	80	1	15	3	3	15	12	5	11
Ind683	No	32	3	1184	2	1	3	1	1	951	3	2	70	2	1	3	2	2	2332	3974	6	2	20	4	3	80	0	5	3	3	3	0	0	2
Ind684	Yes	25	1	867	1	19	2	3	1	952	3	1	36	2	1	7	2	2	2413	18798	1	1	18	3	3	80	3	1	2	3	1	0	0	0
Ind685	No	40	1	658	1	10	4	3	1	954	1	1	67	2	3	1	2	3	9705	20652	2	2	12	3	2	80	1	11	2	2	1	0	0	0
Ind686	No	26	2	1283	1	1	3	2	1	956	3	1	52	2	2	1	1	1	4294	11148	1	2	12	3	2	80	0	7	2	3	7	7	0	7
Ind687	No	41	1	263	2	6	3	2	1	957	4	1	59	3	1	3	1	1	4721	3119	2	1	13	3	3	80	0	20	3	3	18	13	2	17
Ind688	No	36	1	938	2	2	4	2	1	958	3	1	79	3	1	3	3	1	2519	12287	4	2	21	4	3	80	0	16	6	3	11	8	3	9
Ind689	Yes	19	1	419	1	21	3	6	1	959	4	1	37	2	1	7	2	1	2121	9947	1	1	13	3	2	80	0	1	3	4	1	0	0	0
Ind690	Yes	20	1	129	2	4	3	4	1	960	1	1	84	3	1	3	1	1	2973	13008	1	2	19	3	2	80	0	1	2	3	1	0	0	0
Ind691	No	31	1	616	2	12	3	2	1	961	4	2	41	3	2	5	4	2	5855	17369	0	1	11	3	3	80	2	10	2	1	9	7	8	5
Ind692	No	40	2	1469	2	9	4	2	1	964	4	1	35	3	1	2	2	3	3617	25063	8	1	14	3	4	80	1	3	2	3	1	1	0	0
Ind693	No	32	1	498	2	3	4	2	1	966	3	2	93	3	2	4	1	2	6725	13554	1	2	12	3	3	80	1	8	2	4	8	7	6	3
Ind694	Yes	36	1	530	1	3	1	1	1	967	3	1	51	2	3	1	4	2	10325	5518	1	1	11	3	1	80	1	16	6	3	16	7	3	7
Ind695	No	33	1	1069	2	1	3	1	1	969	2	2	42	2	2	5	4	1	6949	12291	0	2	14	3	1	80	0	6	3	3	5	0	1	4
Ind696	Yes	37	1	625	1	1	4	1	1	970	1	1	46	2	3	1	3	2	10609	14922	5	2	11	3	3	80	0	17	2	1	14	1	11	7
Ind697	No	45	3	805	2	4	2	1	1	972	3	1	57	3	2	3	2	2	4447	23163	1	2	12	3	2	80	0	9	5	2	9	7	0	8
Ind698	No	29	2	1404	1	20	3	4	1	974	3	2	84	3	1	7	4	2	2157	18203	1	2	15	3	2	80	1	3	5	3	3	1	0	2
Ind699	No	35	1	1219	1	18	3	2	1	975	3	2	86	3	2	1	3	2	4601	6179	1	2	16	3	2	80	0	5	3	3	5	2	1	0
Ind700	No	52	1	1053	2	1	2	1	1	976	4	1	70	3	4	6	4	2	17099	13829	2	2	15	3	2	80	1	26	2	2	9	8	7	8
Ind701	Yes	58	1	289	2	2	3	4	1	977	4	1	51	3	1	2	3	1	2479	26227	4	2	24	4	1	80	0	7	4	3	1	0	0	0
Ind702	No	53	1	1376	1	2	2	2	1	981	3	1	45	3	4	6	3	3	14852	13938	6	2	13	3	3	80	1	22	3	4	17	13	15	2
Ind703	No	30	1	231	1	8	2	6	1	982	3	1	62	3	3	1	3	3	7264	9977	5	2	11	3	1	80	1	10	2	4	8	4	7	7
Ind704	No	38	3	152	1	10	3	4	1	983	3	2	85	3	2	1	4	1	5666	19899	1	1	13	3	2	80	0	6	1	3	5	3	1	3
Ind705	No	35	1	882	1	3	4	1	1	984	4	1	92	3	3	1	4	3	7823	6812	6	2	13	3	2	80	1	12	2	3	10	9	0	8
Ind706	No	39	1	903	1	2	5	1	1	985	1	1	41	4	3	1	3	1	7880	2560	0	2	18	3	4	80	0	9	3	3	8	7	0	7
Ind707	Yes	40	3	1479	1	24	3	1	1	986	2	2	100	4	4	1	2	1	13194	17071	4	1	16	3	4	80	0	22	2	2	1	0	0	0
Ind708	No	47	2	1379	2	16	4	2	1	987	3	1	64	4	2	4	3	3	5067	6759	1	1	19	3	3	80	0	20	3	4	19	10	2	7
Ind709	No	36	3	1229	1	8	4	4	1	990	1	1	84	3	2	1	4	3	5079	25952	4	2	13	3	4	80	2	12	3	3	7	7	0	7
Ind710	Yes	31	3	335	2	9	2	2	1	991	3	1	46	2	1	2	1	1	2321	10322	0	1	22	4	1	80	0	4	0	3	3	2	1	2
Ind711	No	33	3	722	1	17	3	1	1	992	4	1	38	3	4	6	3	1	17444	20489	1	2	11	3	4	80	0	10	2	3	10	8	6	0
Ind712	Yes	29	1	906	2	10	3	1	1	994	4	2	92	2	1	2	1	1	2404	11479	6	1	20	4	3	80	0	3	5	3	0	0	0	0
Ind713	No	33	1	461	2	13	1	1	1	995	2	2	53	3	1	2	4	1	3452	17241	3	2	18	3	1	80	0	5	4	3	3	2	0	2
Ind714	No	45	1	974	2	1	4	2	1	996	4	2	91	3	1	3	4	3	2270	11005	3	2	14	3	4	80	2	8	2	3	5	3	0	2
Ind715	No	50	1	1126	2	1	2	2	1	997	4	1	66	3	4	8	4	3	17399	6615	9	2	22	4	3	80	1	32	1	2	5	4	1	3
Ind716	No	33	2	827	2	1	4	6	1	998	3	2	84	4	2	5	2	2	5488	20161	1	1	13	3	1	80	1	6	2	3	6	5	1	2
Ind717	No	41	2	840	2	9	3	2	1	999	1	1	64	3	5	8	3	3	19419	3735	2	2	17	3	2	80	1	21	2	4	18	16	0	11
Ind718	No	27	1	1134	2	16	4	4	1	1001	3	2	37	3	1	3	2	2	2811	12086	9	2	14	3	2	80	1	4	2	3	2	2	2	2
Ind719	No	45	3	248	2	23	2	1	1	1002	4	1	42	3	2	3	1	2	3633	14039	1	1	15	3	3	80	1	9	2	3	9	8	0	8
Ind720	No	47	1	955	1	4	2	1	1	1003	4	2	83	3	2	1	4	1	4163	8571	1	1	17	3	3	80	0	9	0	3	9	0	0	7
